"Cluster"
"ENSMUSG00000032481","1"
"ENSMUSG00000027082","2"
"ENSMUSG00000039016","3"
"ENSMUSG00000021411","4"
"ENSMUSG00000043439","4"
"ENSMUSG00000001627","5"
"ENSMUSG00000034164","6"
"ENSMUSG00000004558","3"
"ENSMUSG00000030102","5"
"ENSMUSG00000051890","3"
"ENSMUSG00000026413","6"
"ENSMUSG00000001751","4"
"ENSMUSG00000062867","1"
"ENSMUSG00000032905","4"
"ENSMUSG00000031357","7"
"ENSMUSG00000073481","4"
"ENSMUSG00000046314","3"
"ENSMUSG00000057969","4"
"ENSMUSG00000058921","3"
"ENSMUSG00000046432","6"
"ENSMUSG00000033128","4"
"ENSMUSG00000044952","4"
"ENSMUSG00000006304","7"
"ENSMUSG00000002668","4"
"ENSMUSG00000032500","3"
"ENSMUSG00000048878","3"
"ENSMUSG00000020074","1"
"ENSMUSG00000026875","5"
"ENSMUSG00000021218","1"
"ENSMUSG00000029089","1"
"ENSMUSG00000025104","1"
"ENSMUSG00000066643","5"
"ENSMUSG00000038225","2"
"ENSMUSG00000030471","7"
"ENSMUSG00000036819","6"
"ENSMUSG00000032381","6"
"ENSMUSG00000049960","6"
"ENSMUSG00000032252","2"
"ENSMUSG00000036834","2"
"ENSMUSG00000024958","3"
"ENSMUSG00000026277","4"
"ENSMUSG00000101641","4"
"ENSMUSG00000024580","3"
"ENSMUSG00000006134","5"
"ENSMUSG00000030744","6"
"ENSMUSG00000024797","4"
"ENSMUSG00000032562","4"
"ENSMUSG00000058656","4"
"ENSMUSG00000108231","4"
"ENSMUSG00000052117","6"
"ENSMUSG00000027523","4"
"ENSMUSG00000002308","3"
"ENSMUSG00000054452","4"
"ENSMUSG00000020743","3"
"ENSMUSG00000026421","6"
"ENSMUSG00000028459","5"
"ENSMUSG00000022323","3"
"ENSMUSG00000031365","5"
"ENSMUSG00000029762","6"
"ENSMUSG00000028914","4"
"ENSMUSG00000001785","1"
"ENSMUSG00000106106","7"
"ENSMUSG00000035041","4"
"ENSMUSG00000023886","6"
"ENSMUSG00000039021","7"
"ENSMUSG00000022884","2"
"ENSMUSG00000030357","6"
"ENSMUSG00000029238","2"
"ENSMUSG00000038576","3"
"ENSMUSG00000040952","6"
"ENSMUSG00000019917","1"
"ENSMUSG00000003308","6"
"ENSMUSG00000022160","6"
"ENSMUSG00000048489","4"
"ENSMUSG00000004460","5"
"ENSMUSG00000021250","4"
"ENSMUSG00000042605","2"
"ENSMUSG00000022718","1"
"ENSMUSG00000032386","2"
"ENSMUSG00000040624","3"
"ENSMUSG00000002524","6"
"ENSMUSG00000027806","5"
"ENSMUSG00000043251","6"
"ENSMUSG00000032557","1"
"ENSMUSG00000039911","4"
"ENSMUSG00000038517","5"
"ENSMUSG00000060860","6"
"ENSMUSG00000032344","5"
"ENSMUSG00000036887","6"
"ENSMUSG00000048647","2"
"ENSMUSG00000031831","4"
"ENSMUSG00000048076","7"
"ENSMUSG00000026779","1"
"ENSMUSG00000028470","4"
"ENSMUSG00000037361","1"
